"Informazioni cronologiche","Fumi?","Cosa fumi di solito?","Quanto liquido di sigaretta elettronica utilizzi in media in una settimana?","Quante sigarette fumi in media ogni settimana?","Hai mai provato a fumare nella tua vita?","Fumi abitualmente?","Chi sa che fumi?","In quale momento o situazione fumi (possibili più risposte)","Perché hai iniziato a fumare? (possibili più risposte) 
","Vorresti smettere di fumare?","Dove avete vissuto tu e i tuoi genitori per la maggior parte della vita? [Tu]","Dove avete vissuto tu e i tuoi genitori per la maggior parte della vita? [Tua madre]","Dove avete vissuto tu e i tuoi genitori per la maggior parte della vita? [Tuo padre]","C'è qualcuno nella tua famiglia che fuma abitualmente?","Nella tua compagnia abituale c'è qualcuno che fuma?","Conosci gli effetti che il fumo provoca sull'organismo?","Ti preoccupano gli effetti che il fumo provoca sull'organismo?","Quante volte alla settimana pratichi sport?","Che genere di musica ascolti abitualmente?","Hai qualche problema respiratorio? (Ad esempio asma, tosse, fiato corto, ecc...)","Qual è il tuo genere?","Che classe frequenti?","Dove vivi?"
"2023/03/06 8:24:38 PM EET","Sì","Sigarette al tabacco riscaldato (iqos)","","Tra le 20 e le 30 sigarette circa","","Sì, regolarmente ogni giorno","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Perchè fumavano i miei amici","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Padre","Sì, tutti o quasi","3","2","1","Trap;Pop","No","Femmina","3^","In città"
"2023/03/06 8:28:45 PM EET","Sì","Sigarette elettroniche","Tra i 5 e i 10 ml","","","Sì, regolarmente ogni giorno","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;appena sveglio;andando o tornando da scuola","Per stress","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","3","Non pratico sport","Krnb ","Sì","Femmina","1^","In provincia"
"2023/03/06 8:52:20 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","3","4","Trap;Pop","Sì","Maschio","2^","In provincia"
"2023/03/06 8:53:54 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","3","4","Non pratico sport","Trap;Reggaeton;Indie;Pop","No","Femmina","2^","In città"
"2023/03/06 8:59:00 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Nessuno","No, nessuno","4","4","2","Gospel","No","Maschio","1^","In provincia"
"2023/03/06 9:10:37 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia;Estero","Nessuno","No, nessuno","1","5","4","Classica","No","Femmina","1^","In città"
"2023/03/06 9:12:59 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","1","Rock;Indie;Pop","No","Femmina","1^","In provincia"
"2023/03/06 9:13:45 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Nessuno","No, nessuno","5","4","3","Trap;Hip hop;Brooklyn drill","No","Maschio","3^","In città"
"2023/03/06 9:16:57 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","3","Non pratico sport","Rock;Pop","No","Maschio","2^","In provincia"
"2023/03/06 9:20:39 PM EET","No","","","","Sì, fumavo regolarmente, ma poi ho smesso","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","5","2","5","Trap;Reggaeton;Rock;Hip hop;Classica","No","Maschio","5^","In città"
"2023/03/06 9:40:56 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","3","Rock","No","Femmina","2^","In città"
"2023/03/06 9:42:59 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Fratelli/sorelle","No, nessuno","5","5","4","Pop;R&B, soul","No","Maschio","4^","In provincia"
"2023/03/06 9:50:14 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","4","Trap;Pop;Hip hop","No","Maschio","1^","In provincia"
"2023/03/06 9:51:02 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","3","3","Trap;Pop","No","Maschio","4^","In provincia"
"2023/03/06 10:08:55 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","4","4","Pop;Hip hop","No","Maschio","1^","In provincia"
"2023/03/06 10:13:08 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Padre","No, nessuno","5","4","2","Pop;Classica","No","Femmina","1^","In provincia"
"2023/03/06 10:15:21 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","5","Trap","No","Femmina","2^","In provincia"
"2023/03/06 10:34:10 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","4","Indie;Pop;Classica","No","Femmina","5^","In città"
"2023/03/06 10:44:13 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","Tutti i giorni della settimana","Trap;Reggaeton;Rock;Pop","No","Femmina","2^","In città"
"2023/03/06 10:48:03 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","5","5","Trap;Rock;Pop;Hip hop;punk","No","Maschio","5^","In provincia"
"2023/03/06 11:08:14 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","3","Trap;Rock","No","Maschio","1^","In città"
"2023/03/06 11:27:48 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","3","Tutti i giorni della settimana","Reggaeton;Rock;Pop;Hip hop","No","Maschio","1^","In provincia"
"2023/03/06 11:45:22 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","3","4","5","Trap","No","Maschio","3^","In provincia"
"2023/03/06 11:53:21 PM EET","Sì","Sigarette normali","","Tra le 20 e le 30 sigarette circa","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Anche i professori o altri adulti","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Per curiosità","Sì e penso che lo farò a breve","Italia","Italia","Italia","Fratelli/sorelle","Sì, tutti o quasi","5","3","4","Indie;Pop","No","Femmina","5^","In città"
"2023/03/07 7:42:24 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","3","1","Nessuna ","No","Maschio","1^","In provincia"
"2023/03/07 8:07:55 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","4","Phonk e rock","Sì","Maschio","1^","In provincia"
"2023/03/07 8:10:39 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Estero","Estero","Nessuno","Sì, ma solo qualcuno","4","3","Non pratico sport","Rock;Pop","No","Femmina","5^","In provincia"
"2023/03/07 8:10:54 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","3","Trap","No","Maschio","1^","In provincia"
"2023/03/07 8:16:39 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","Non pratico sport","Indie;Pop;Electro Swing, Rap, Musical","Sì","Femmina","2^","In città"
"2023/03/07 9:07:07 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","No, nessuno","5","5","2","Rock;Indie;Pop","No","Femmina","3^","In città"
"2023/03/07 9:07:33 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","4","5","Trap;Indie;Pop;Hip hop;Classica","No","Femmina","2^","In provincia"
"2023/03/07 9:07:58 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Estero","Italia","Padre;Madre","Sì, ma solo qualcuno","5","3","Non pratico sport","Trap;Reggaeton;Indie;Hip hop","Sì","Femmina","3^","In provincia"
"2023/03/07 9:07:59 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","2","5","Non pratico sport","Rock;Classica","No","Femmina","2^","In provincia"
"2023/03/07 9:11:19 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","No, nessuno","5","3","2","Nulla","No","Maschio","3^","In città"
"2023/03/07 9:14:13 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","4","5","Non pratico sport","Rock;Indie;Pop","No","Femmina","1^","In provincia"
"2023/03/07 9:18:24 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Estero","Estero","Nessuno","Sì, ma solo qualcuno","4","5","3","Trap;Hip hop","No","Maschio","3^","In provincia"
"2023/03/07 9:32:04 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","Non pratico sport","Trap;Pop;Hip hop;Classica","No","Femmina","1^","In provincia"
"2023/03/07 10:03:13 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","5","5","3","Phonk","No","Maschio","1^","In provincia"
"2023/03/07 10:05:18 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Madre","Sì, ma solo qualcuno","5","3","1","Pop","No","Maschio","5^","In provincia"
"2023/03/07 10:05:44 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","5","4","Reggaeton;Indie;Pop","No","Femmina","3^","In città"
"2023/03/07 10:08:30 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","3","Trap;Reggaeton;Rock;Pop","No","Femmina","5^","In città"
"2023/03/07 10:28:59 AM EET","Sì","Sigarette al tabacco riscaldato (iqos)","","Meno di 10 sigarette","","Sì, regolarmente ogni giorno","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a","Per stress","Sì e penso che lo farò a breve","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","5","Trap;Indie;Pop;Hip hop","Sì","Femmina","5^","In città"
"2023/03/07 10:37:23 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","4","Pop","No","Femmina","4^","In provincia"
"2023/03/07 10:49:19 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","1","2","4","Trap","No","Maschio","1^","In provincia"
"2023/03/07 10:57:20 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","5","2","Reggaeton;Rock;Pop;Classica","Sì","Femmina","4^","In provincia"
"2023/03/07 11:05:47 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","5","4","4","Rock;Indie;Pop","Sì","Femmina","2^","In provincia"
"2023/03/07 11:08:41 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","3","5","Trap;Hip hop","No","Femmina","5^","In città"
"2023/03/07 11:12:29 AM EET","Sì","Tabacco trinciato (sigarette rollate)","","Più di 70 sigarette","","Sì, regolarmente ogni giorno","Anche i miei genitori","Sembre","Per noia","No, per ora voglio continuare","Italia","Italia","Italia","Padre;Madre","Sì, tutti o quasi","5","2","4","Trap;Drilk","No","Maschio","5^","In città"
"2023/03/07 11:12:54 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","3","Non pratico sport","Rock;Pop","No","Femmina","5^","In città"
"2023/03/07 11:25:30 AM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Nessuno","No, nessuno","5","5","Non pratico sport","cristiana","No","Femmina","2^","In provincia"
"2023/03/07 11:29:19 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Estero","Nessuno","Sì, tutti o quasi","4","5","Non pratico sport","Reggaeton;Rock;Indie","No","Femmina","2^","In provincia"
"2023/03/07 11:32:17 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","4","3","1","Trap;Pop","No","Maschio","3^","In città"
"2023/03/07 11:33:28 AM EET","No","","","","No, mai fumato","","","","","","Estero","Italia","Italia","Padre","No, nessuno","4","4","Non pratico sport","Rap","No","Maschio","3^","In provincia"
"2023/03/07 11:49:30 AM EET","Sì","Sigarette normali","","Meno di 10 sigarette","","Sì, regolarmente ogni giorno","Tutti i miei amici/compagni","Quando esco con gli amici;quando mi sento annoiato/a;andando o tornando da scuola","Perchè fumavano i miei amici","No, per ora voglio continuare","Italia;Estero","Italia;Estero","Italia;Estero","Fratelli/sorelle","Sì, ma solo qualcuno","4","3","4","Trap;Reggaeton;Rock;Indie;Pop;Hip hop;Classica","No","Maschio","3^","In provincia"
"2023/03/07 12:09:35 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","2","Rap/ Kanye West ","No","Maschio","1^","In città"
"2023/03/07 12:40:30 PM EET","Sì","Sigarette normali","","Tra le 10 e le 20 sigarette circa","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Tutti i miei amici/compagni","Quando esco con gli amici;Quando sono teso/a;andando o tornando da scuola","Perchè fumavano i miei amici","Sì e penso che lo farò a breve","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","2","2","Trap;Pop","No","Femmina","1^","In provincia"
"2023/03/07 1:06:38 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","5","Non ne ascolto","No","Maschio","1^","In città"
"2023/03/07 1:23:29 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","3","2","Non pratico sport","Trap;Reggaeton","No","Femmina","4^","In città"
"2023/03/07 1:48:24 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","5","2","Trap","No","Maschio","1^","In città"
"2023/03/07 1:49:37 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","5","Trap","No","Maschio","1^","In città"
"2023/03/07 1:50:14 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","5","3","4","Trap;Hip hop","No","Maschio","2^","In città"
"2023/03/07 2:10:44 PM EET","No","","","","Sì, fumavo regolarmente, ma poi ho smesso","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","5","4","3","Trap;Hip hop","No","Maschio","5^","In provincia"
"2023/03/07 2:10:50 PM EET","Sì","Sigarette normali","","Tra le 10 e le 20 sigarette circa","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Anche i professori o altri adulti","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;andando o tornando da scuola;Quando ho voglia ","Per curiosità","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Madre","Sì, ma solo qualcuno","5","4","3","Trap;Rock;Indie;Pop;Hip hop;Classica","No","Maschio","5^","In città"
"2023/03/07 4:10:57 PM EET","No","","","","No, mai fumato","","","","","","Italia","Estero","Estero","Nessuno","Sì, ma solo qualcuno","3","4","Non pratico sport","Trap;Reggaeton;Pop","No","Femmina","1^","In città"
"2023/03/07 4:22:47 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","4","Indie;Pop","No","Femmina","1^","In città"
"2023/03/07 4:56:45 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","4","3","Trap","No","Maschio","4^","In provincia"
"2023/03/07 5:03:18 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","4","4","Trap;Pop","No","Maschio","2^","In provincia"
"2023/03/07 5:14:52 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, tutti o quasi","3","5","4","Trap;Reggaeton;Pop;Hip hop;Drill","No","Maschio","2^","In città"
"2023/03/07 5:15:05 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Fratelli/sorelle","Sì, tutti o quasi","4","3","6","Trap;Rock;Pop","No","Maschio","4^","In città"
"2023/03/07 5:34:22 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","3","Trap;Pop;Hip hop","No","Maschio","5^","In provincia"
"2023/03/07 5:44:38 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","3","Harry Styles","No","Femmina","2^","In provincia"
"2023/03/07 6:28:22 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","5","Tutti i giorni della settimana","Trap;Rock;Pop;Hip hop","No","Maschio","1^","In provincia"
"2023/03/07 7:48:53 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Madre","Sì, ma solo qualcuno","4","4","Non pratico sport","Trap;Rock;Pop;Classica;","No","Maschio","4^","In città"
"2023/03/07 8:34:42 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","4","4","4","Trap;Indie","No","Maschio","1^","In provincia"
"2023/03/07 11:24:17 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","Non pratico sport","Pop;Hip hop;Classica","No","Femmina","5^","In città"
"2023/03/07 11:40:20 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","4","Trap;","No","Maschio","5^","In città"
"2023/03/08 10:10:48 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","1","Pop","No","Maschio","1^","In provincia"
"2023/03/08 11:07:06 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","No, nessuno","5","5","Non pratico sport","Rock;Hip hop;Phonk","No","Maschio","1^","In città"
"2023/03/08 11:13:41 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Fratelli/sorelle","No, nessuno","4","5","2","Pop","Sì","Maschio","2^","In città"
"2023/03/08 6:07:24 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","5","5","5","Trap;Indie","No","Femmina","2^","In provincia"
"2023/03/08 10:49:59 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","4","5","5","Trap;Reggaeton;Rock;Pop;Hip hop","No","Femmina","3^","In città"
"2023/03/08 11:42:29 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","5","4","Hip Hop(+Hardcore)/Disco","No","Maschio","2^","In città"
"2023/03/09 9:36:28 AM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","5","1","4","Trap;Pop","No","Maschio","2^","In provincia"
"2023/03/09 12:14:42 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","Sì, ma solo qualcuno","3","5","3","Trap;Reggaeton;Pop","No","Maschio","2^","In provincia"
"2023/03/09 12:17:40 PM EET","Sì","Sigarette normali","","Tra le 50 e le 70 sigarette circa","","Sì, regolarmente ogni giorno","Anche i miei genitori","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;appena sveglio;andando o tornando da scuola","Perchè fumavano i miei amici","No, ma vorrei ridurre il numero di sigarette","Italia","Italia","Italia","Madre;Fratelli/sorelle","Sì, ma solo qualcuno","3","2","Non pratico sport","Rock;Pop","Sì","Femmina","2^","In provincia"
"2023/03/09 12:31:37 PM EET","Sì","Sigarette normali","","Meno di 10 sigarette","","Sì, ma non tutti i giorni (es: nei week end, in vacanza, ecc)","Nessuno o 1-2 amici","Quando esco con gli amici;Quando sono teso/a;quando mi sento annoiato/a;andando o tornando da scuola","Per stress","Sì e penso che lo farò a breve","Italia","Estero","Estero","Padre","Sì, ma solo qualcuno","5","5","Non pratico sport","Rock;Indie;Pop;Hip hop","No","Femmina","2^","In città"
"2023/03/09 5:52:02 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","4","5","Tutti i giorni della settimana","Rock;Hip hop;Classica","Sì;No","Maschio","2^","In provincia"
"2023/03/09 6:43:49 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","4","Non pratico sport","Trap;Reggaeton;Pop;Hip hop","No","Femmina","3^","In città"
"2023/03/10 10:08:42 AM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","3","Non pratico sport","Reggaeton;Indie;Pop","No","Femmina","5^","In città"
"2023/03/10 8:08:42 PM EET","No","","","","Sì, ma solo qualche volta","","","","","","Italia","Italia","Italia","Fratelli/sorelle","Sì, ma solo qualcuno","4","4","4","Rock;Hip hop","No","Femmina","2^","In provincia"
"2023/03/15 11:00:06 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Nessuno","No, nessuno","4","5","1","Pop","No","Femmina","1^","In provincia"
"2023/03/18 4:32:37 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre","Sì, ma solo qualcuno","3","5","5","Trap;Rock;Pop","No","Maschio","2^","In città"
"2023/04/02 1:03:54 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","4","4","Tutti i giorni della settimana","Trap","Sì","Maschio","2^","In città"
"2023/04/02 1:03:59 PM EET","No","","","","No, mai fumato","","","","","","Italia","Italia","Italia","Padre;Madre","Sì, ma solo qualcuno","4","4","Tutti i giorni della settimana","Trap","Sì","Maschio","2^","In città"
